,Year,Sport,Event,Country,Gender,Medal Rank,Medal,Name of Athlete or Team,Age of Athlete
1333,1992,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Finland,Men,3,bronze,Finland,
1334,1992,Cross-Country Skiing,Women's 5 Kilometers,Finland,Women,1,gold,Marjut Rolig-Lukkarinen,26.0
1335,1992,Cross-Country Skiing,Women's 5 Kilometers,Unified Team,Women,2,silver,Lyubov Yegorova,25.0
1336,1992,Cross-Country Skiing,Women's 5 Kilometers,Unified Team,Women,3,bronze,Yelena VÃ¤lbe,23.0
1337,1992,Cross-Country Skiing,Women's 15 Kilometers,Unified Team,Women,1,gold,Lyubov Yegorova,25.0
1338,1992,Cross-Country Skiing,Women's 15 Kilometers,Finland,Women,2,silver,Marjut Rolig-Lukkarinen,26.0
1339,1992,Cross-Country Skiing,Women's 15 Kilometers,Unified Team,Women,3,bronze,Yelena VÃ¤lbe,23.0
1340,1992,Cross-Country Skiing,Women's 30 Kilometers,Italy,Women,1,gold,Stefania Belmondo,23.0
1341,1992,Cross-Country Skiing,Women's 30 Kilometers,Unified Team,Women,2,silver,Lyubov Yegorova,25.0
1342,1992,Cross-Country Skiing,Women's 30 Kilometers,Unified Team,Women,3,bronze,Yelena VÃ¤lbe,23.0
1343,1992,Cross-Country Skiing,Women's 5/10-Kilometer pursuit,Unified Team,Women,1,gold,Lyubov Yegorova,25.0
1344,1992,Cross-Country Skiing,Women's 5/10-Kilometer pursuit,Italy,Women,2,silver,Stefania Belmondo,23.0
1345,1992,Cross-Country Skiing,Women's 5/10-Kilometer pursuit,Unified Team,Women,3,bronze,Yelena VÃ¤lbe,23.0
1346,1992,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Unified Team,Women,1,gold,Unified Team,
1347,1992,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Norway,Women,2,silver,Norway,
1348,1992,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Italy,Women,3,bronze,Italy,
1349,1992,Figure Skating,Men's Singles,Unified Team,Men,1,gold,Viktor Petrenko,22.0
1350,1992,Figure Skating,Men's Singles,United States,Men,2,silver,Paul Wylie,27.0
1351,1992,Figure Skating,Men's Singles,Czechoslovakia,Men,3,bronze,Petr Barna,25.0
1352,1992,Figure Skating,Mixed Pairs,Unified Team,Mixed,1,gold,Unified Team-1,
1353,1992,Figure Skating,Mixed Pairs,Unified Team,Mixed,2,silver,Unified Team-2,
1354,1992,Figure Skating,Mixed Pairs,Canada,Mixed,3,bronze,Canada-1,
1355,1992,Figure Skating,Mixed Ice Dancing,Unified Team,Mixed,1,gold,Unified Team-1,
1356,1992,Figure Skating,Mixed Ice Dancing,France,Mixed,2,silver,France-1,
1357,1992,Figure Skating,Mixed Ice Dancing,Unified Team,Mixed,3,bronze,Unified Team-2,
1358,1992,Figure Skating,Women's Singles,United States,Women,1,gold,Kristi Yamaguchi,20.0
1359,1992,Figure Skating,Women's Singles,Japan,Women,2,silver,Midori Ito,22.0
1360,1992,Figure Skating,Women's Singles,United States,Women,3,bronze,Nancy Kerrigan,22.0
1361,1992,Freestyle Skiing,Men's Moguls,France,Men,1,gold,Edgar Grospiron,22.0
1362,1992,Freestyle Skiing,Men's Moguls,France,Men,2,silver,Olivier Allamand,22.0
1363,1992,Freestyle Skiing,Men's Moguls,United States,Men,3,bronze,Nelson Carmichael,26.0
1364,1992,Freestyle Skiing,Women's Moguls,United States,Women,1,gold,Donna Weinbrecht,26.0
1365,1992,Freestyle Skiing,Women's Moguls,Unified Team,Women,2,silver,Yelizaveta Kozhevnikova,18.0
1366,1992,Freestyle Skiing,Women's Moguls,Norway,Women,3,bronze,Stine Lise Hattestad,25.0
1367,1992,Ice Hockey,Men's Ice Hockey,Unified Team,Men,1,gold,Unified Team,
1368,1992,Ice Hockey,Men's Ice Hockey,Canada,Men,2,silver,Canada,
1369,1992,Ice Hockey,Men's Ice Hockey,Czechoslovakia,Men,3,bronze,Czechoslovakia,
1370,1992,Luge,Men's Singles,Germany,Men,1,gold,Georg Hackl,25.0
1371,1992,Luge,Men's Singles,Austria,Men,2,silver,Markus Prock,27.0
1372,1992,Luge,Men's Singles,Austria,Men,3,bronze,Markus Schmidt,23.0
1373,1992,Luge,Men's Doubles,Germany,Men,1,gold,Germany-1,
1374,1992,Luge,Men's Doubles,Germany,Men,2,silver,Germany-2,
1375,1992,Luge,Men's Doubles,Italy,Men,3,bronze,Italy-1,
1376,1992,Luge,Women's Singles,Austria,Women,1,gold,Doris Neuner,20.0
1377,1992,Luge,Women's Singles,Austria,Women,2,silver,Angelika Neuner,22.0
1378,1992,Luge,Women's Singles,Germany,Women,3,bronze,Susi Erdmann,24.0
1379,1992,Nordic Combined,Men's Team,Japan,Men,1,gold,Japan,
1380,1992,Nordic Combined,Men's Team,Norway,Men,2,silver,Norway,
1381,1992,Nordic Combined,Men's Team,Austria,Men,3,bronze,Austria,
1382,1992,Nordic Combined,Men's Individual,France,Men,1,gold,Fabrice Guy,23.0
1383,1992,Nordic Combined,Men's Individual,France,Men,2,silver,Sylvain Guillaume,23.0
1384,1992,Nordic Combined,Men's Individual,Austria,Men,3,bronze,Klaus Sulzenbacher,27.0
1385,1992,Short-Track Speedskating,"Men's 1,000 Meters",South Korea,Men,1,gold,Kim Gi-Hun,24.0
1386,1992,Short-Track Speedskating,"Men's 1,000 Meters",Canada,Men,2,silver,FrÃ©dÃ©ric Blackburn,19.0
1387,1992,Short-Track Speedskating,"Men's 1,000 Meters",South Korea,Men,3,bronze,Lee Jun-Ho,26.0
1388,1992,Short-Track Speedskating,"Men's 5,000-Meter Relay",South Korea,Men,1,gold,South Korea,
1389,1992,Short-Track Speedskating,"Men's 5,000-Meter Relay",Canada,Men,2,silver,Canada,
1390,1992,Short-Track Speedskating,"Men's 5,000-Meter Relay",Japan,Men,3,bronze,Japan,
1391,1992,Short-Track Speedskating,Women's 500 Meters,United States,Women,1,gold,Cathy Turner,29.0
1392,1992,Short-Track Speedskating,Women's 500 Meters,China,Women,2,silver,Li Yan,23.0
1393,1992,Short-Track Speedskating,Women's 500 Meters,North Korea,Women,3,bronze,Hwang Ok-Sil,19.0
1394,1992,Short-Track Speedskating,"Women's 3,000-Meter Relay",Canada,Women,1,gold,Canada,
1395,1992,Short-Track Speedskating,"Women's 3,000-Meter Relay",United States,Women,2,silver,United States,
1396,1992,Short-Track Speedskating,"Women's 3,000-Meter Relay",Unified Team,Women,3,bronze,Unified Team,
1397,1992,Ski Jumping,"Men's Normal Hill, Individual",Austria,Men,1,gold,Ernst Vettori,27.0
1398,1992,Ski Jumping,"Men's Normal Hill, Individual",Austria,Men,2,silver,Martin HÃ¶llwarth,17.0
1399,1992,Ski Jumping,"Men's Normal Hill, Individual",Finland,Men,3,bronze,Toni Nieminen,16.0
1400,1992,Ski Jumping,"Men's Large Hill, Individual",Finland,Men,1,gold,Toni Nieminen,16.0
1401,1992,Ski Jumping,"Men's Large Hill, Individual",Austria,Men,2,silver,Martin HÃ¶llwarth,17.0
1402,1992,Ski Jumping,"Men's Large Hill, Individual",Austria,Men,3,bronze,Heinz Kuttin,21.0
1403,1992,Ski Jumping,"Men's Large Hill, Team",Finland,Men,1,gold,Finland,
1404,1992,Ski Jumping,"Men's Large Hill, Team",Austria,Men,2,silver,Austria,
1405,1992,Ski Jumping,"Men's Large Hill, Team",Czechoslovakia,Men,3,bronze,Czechoslovakia,
1406,1992,Speedskating,Men's 500 Meters,Germany,Men,1,gold,Uwe-Jens Mey,28.0
1407,1992,Speedskating,Men's 500 Meters,Japan,Men,2,silver,Toshiyuki Kuroiwa,22.0
1408,1992,Speedskating,Men's 500 Meters,Japan,Men,3,bronze,Junichi Inoue,20.0
1409,1992,Speedskating,"Men's 1,000 Meters",Germany,Men,1,gold,Olaf Zinke,25.0
1410,1992,Speedskating,"Men's 1,000 Meters",South Korea,Men,2,silver,Kim Yun-Man,18.0
1411,1992,Speedskating,"Men's 1,000 Meters",Japan,Men,3,bronze,Yukinori Miyabe,23.0
1412,1992,Speedskating,"Men's 1,500 Meters",Norway,Men,1,gold,Johann Olav Koss,23.0
1413,1992,Speedskating,"Men's 1,500 Meters",Norway,Men,2,silver,Ã…dne SÃ¸ndrÃ¥l,20.0
1414,1992,Speedskating,"Men's 1,500 Meters",Netherlands,Men,3,bronze,Leo Visser,26.0
1415,1992,Speedskating,"Men's 5,000 Meters",Norway,Men,1,gold,Geir Karlstad,28.0
1416,1992,Speedskating,"Men's 5,000 Meters",Netherlands,Men,2,silver,Falko Zandstra,20.0
1417,1992,Speedskating,"Men's 5,000 Meters",Netherlands,Men,3,bronze,Leo Visser,26.0
1418,1992,Speedskating,"Men's 10,000 Meters",Netherlands,Men,1,gold,Bart Veldkamp,24.0
1419,1992,Speedskating,"Men's 10,000 Meters",Norway,Men,2,silver,Johann Olav Koss,23.0
1420,1992,Speedskating,"Men's 10,000 Meters",Norway,Men,3,bronze,Geir Karlstad,28.0
1421,1992,Speedskating,Women's 500 Meters,United States,Women,1,gold,Bonnie Blair,27.0
1422,1992,Speedskating,Women's 500 Meters,China,Women,2,silver,Ye Qiaobo,27.0
1423,1992,Speedskating,Women's 500 Meters,Germany,Women,3,bronze,Christa Rothenburger-Luding,32.0
1424,1992,Speedskating,"Women's 1,000 Meters",United States,Women,1,gold,Bonnie Blair,27.0
1425,1992,Speedskating,"Women's 1,000 Meters",China,Women,2,silver,Ye Qiaobo,27.0
1426,1992,Speedskating,"Women's 1,000 Meters",Germany,Women,3,bronze,Monique Garbrecht-Enfeldt,23.0
1427,1992,Speedskating,"Women's 1,500 Meters",Germany,Women,1,gold,Jacqueline BÃ¶rner,26.0
1428,1992,Speedskating,"Women's 1,500 Meters",Germany,Women,2,silver,Gunda Niemann-Stirnemann-Kleemann,25.0
1429,1992,Speedskating,"Women's 1,500 Meters",Japan,Women,3,bronze,Seiko Hashimoto,27.0
1430,1992,Speedskating,"Women's 3,000 Meters",Germany,Women,1,gold,Gunda Niemann-Stirnemann-Kleemann,25.0
1431,1992,Speedskating,"Women's 3,000 Meters",Germany,Women,2,silver,Heike Warnicke,25.0
1432,1992,Speedskating,"Women's 3,000 Meters",Austria,Women,3,bronze,Emese Nemeth-Hunyady,25.0
1433,1992,Speedskating,"Women's 5,000 Meters",Germany,Women,1,gold,Gunda Niemann-Stirnemann-Kleemann,25.0
1434,1992,Speedskating,"Women's 5,000 Meters",Germany,Women,2,silver,Heike Warnicke,25.0
1435,1992,Speedskating,"Women's 5,000 Meters",Germany,Women,3,bronze,Claudia Pechstein,19.0
1436,1994,Alpine Skiing,Men's Downhill,United States,Men,1,gold,Tommy Moe,23.0
1437,1994,Alpine Skiing,Men's Downhill,Norway,Men,2,silver,Kjetil AndrÃ© Aamodt,22.0
1438,1994,Alpine Skiing,Men's Downhill,Canada,Men,3,bronze,Ed Podivinsky,23.0
1439,1994,Alpine Skiing,Men's Super G,Germany,Men,1,gold,Markus Wasmeier,30.0
1440,1994,Alpine Skiing,Men's Super G,United States,Men,2,silver,Tommy Moe,23.0
1441,1994,Alpine Skiing,Men's Super G,Norway,Men,3,bronze,Kjetil AndrÃ© Aamodt,22.0
1442,1994,Alpine Skiing,Men's Giant Slalom,Germany,Men,1,gold,Markus Wasmeier,30.0
1443,1994,Alpine Skiing,Men's Giant Slalom,Switzerland,Men,2,silver,Urs KÃ¤lin,27.0
1444,1994,Alpine Skiing,Men's Giant Slalom,Austria,Men,3,bronze,Christian Mayer,22.0
1445,1994,Alpine Skiing,Men's Slalom,Austria,Men,1,gold,Thomas Stangassinger,28.0
1446,1994,Alpine Skiing,Men's Slalom,Italy,Men,2,silver,Alberto Tomba,27.0
1447,1994,Alpine Skiing,Men's Slalom,Slovenia,Men,3,bronze,Jure KoÅ¡ir,21.0
1448,1994,Alpine Skiing,Men's Combined,Norway,Men,1,gold,Lasse Kjus,23.0
1449,1994,Alpine Skiing,Men's Combined,Norway,Men,2,silver,Kjetil AndrÃ© Aamodt,22.0
1450,1994,Alpine Skiing,Men's Combined,Norway,Men,3,bronze,Harald Christian Strand Nilsen,22.0
1451,1994,Alpine Skiing,Women's Downhill,Germany,Women,1,gold,Katja Seizinger,21.0
1452,1994,Alpine Skiing,Women's Downhill,United States,Women,2,silver,Picabo Street,22.0
1453,1994,Alpine Skiing,Women's Downhill,Italy,Women,3,bronze,Isolde Kostner,18.0
1454,1994,Alpine Skiing,Women's Super G,United States,Women,1,gold,Diann Roffe-Steinrotter,26.0
1455,1994,Alpine Skiing,Women's Super G,Russia,Women,2,silver,Svetlana Gladysheva,22.0
1456,1994,Alpine Skiing,Women's Super G,Italy,Women,3,bronze,Isolde Kostner,18.0
1457,1994,Alpine Skiing,Women's Giant Slalom,Italy,Women,1,gold,Deborah Compagnoni,23.0
1458,1994,Alpine Skiing,Women's Giant Slalom,Germany,Women,2,silver,Martina Ertl-Renz,20.0
1459,1994,Alpine Skiing,Women's Giant Slalom,Switzerland,Women,3,bronze,Vreni Schneider,29.0
1460,1994,Alpine Skiing,Women's Slalom,Switzerland,Women,1,gold,Vreni Schneider,29.0
1461,1994,Alpine Skiing,Women's Slalom,Austria,Women,2,silver,Elfi Eder,24.0
1462,1994,Alpine Skiing,Women's Slalom,Slovenia,Women,3,bronze,Katja Koren,18.0
1463,1994,Alpine Skiing,Women's Combined,Sweden,Women,1,gold,Pernilla Wiberg,23.0
1464,1994,Alpine Skiing,Women's Combined,Switzerland,Women,2,silver,Vreni Schneider,29.0
1465,1994,Alpine Skiing,Women's Combined,Slovenia,Women,3,bronze,Alenka DovÅ¾an,18.0
1466,1994,Biathlon,Men's 10-Kilometer Sprint,Russia,Men,1,gold,Sergey Chepikov,27.0
1467,1994,Biathlon,Men's 10-Kilometer Sprint,Germany,Men,2,silver,Ricco GroÃŸ,23.0
1468,1994,Biathlon,Men's 10-Kilometer Sprint,Russia,Men,3,bronze,Sergey Tarasov,28.0
1469,1994,Biathlon,Men's 20 Kilometers,Russia,Men,1,gold,Sergey Tarasov,28.0
1470,1994,Biathlon,Men's 20 Kilometers,Germany,Men,2,silver,Frank Luck,26.0
1471,1994,Biathlon,Men's 20 Kilometers,Germany,Men,3,bronze,Sven Fischer,22.0
1472,1994,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Germany,Men,1,gold,Germany,
1473,1994,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Russia,Men,2,silver,Russia,
1474,1994,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,France,Men,3,bronze,France,
1475,1994,Biathlon,Women's 7.5-Kilometer Sprint,Canada,Women,1,gold,Myriam BÃ©dard,24.0
1476,1994,Biathlon,Women's 7.5-Kilometer Sprint,Belarus,Women,2,silver,Svetlana Paramygina,28.0
1477,1994,Biathlon,Women's 7.5-Kilometer Sprint,Ukraine,Women,3,bronze,Valentyna Tserbe-Nessina,25.0
1478,1994,Biathlon,Women's 15 Kilometers,Canada,Women,1,gold,Myriam BÃ©dard,24.0
1479,1994,Biathlon,Women's 15 Kilometers,France,Women,2,silver,Anne Briand-Bouthiaux,25.0
1480,1994,Biathlon,Women's 15 Kilometers,Germany,Women,3,bronze,Uschi Disl,23.0
1481,1994,Biathlon,Women's 4 Ã— 7.5-Kilometer Relay,Russia,Women,1,gold,Russia,
1482,1994,Biathlon,Women's 4 Ã— 7.5-Kilometer Relay,Germany,Women,2,silver,Germany,
1483,1994,Biathlon,Women's 4 Ã— 7.5-Kilometer Relay,France,Women,3,bronze,France,
1484,1994,Bobsled,Men's Two,Switzerland,Men,1,gold,Switzerland-1,
1485,1994,Bobsled,Men's Two,Switzerland,Men,2,silver,Switzerland-2,
1486,1994,Bobsled,Men's Two,Italy,Men,3,bronze,Italy-1,
1487,1994,Bobsled,Men's Four,Germany,Men,1,gold,Germany-2,
1488,1994,Bobsled,Men's Four,Switzerland,Men,2,silver,Switzerland-1,
1489,1994,Bobsled,Men's Four,Germany,Men,3,bronze,Germany-1,
1490,1994,Cross-Country Skiing,Men's 10 Kilometers,Norway,Men,1,gold,BjÃ¸rn DÃ¦hlie,26.0
1491,1994,Cross-Country Skiing,Men's 10 Kilometers,Kazakhstan,Men,2,silver,Vladimir Smirnov,29.0
1492,1994,Cross-Country Skiing,Men's 10 Kilometers,Italy,Men,3,bronze,Marco Albarello,33.0
1493,1994,Cross-Country Skiing,Men's 30 Kilometers,Norway,Men,1,gold,Thomas Alsgaard,22.0
1494,1994,Cross-Country Skiing,Men's 30 Kilometers,Norway,Men,2,silver,BjÃ¸rn DÃ¦hlie,26.0
1495,1994,Cross-Country Skiing,Men's 30 Kilometers,Finland,Men,3,bronze,Mika MyllylÃ¤,24.0
1496,1994,Cross-Country Skiing,Men's 50 Kilometers,Kazakhstan,Men,1,gold,Vladimir Smirnov,29.0
1497,1994,Cross-Country Skiing,Men's 50 Kilometers,Finland,Men,2,silver,Mika MyllylÃ¤,24.0
1498,1994,Cross-Country Skiing,Men's 50 Kilometers,Norway,Men,3,bronze,Sture Sivertsen,27.0
1499,1994,Cross-Country Skiing,Men's 10/15-Kilometer pursuit,Norway,Men,1,gold,BjÃ¸rn DÃ¦hlie,26.0
1500,1994,Cross-Country Skiing,Men's 10/15-Kilometer pursuit,Kazakhstan,Men,2,silver,Vladimir Smirnov,29.0
1501,1994,Cross-Country Skiing,Men's 10/15-Kilometer pursuit,Italy,Men,3,bronze,Silvio Fauner,25.0
1502,1994,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Italy,Men,1,gold,Italy,
1503,1994,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Norway,Men,2,silver,Norway,
1504,1994,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Finland,Men,3,bronze,Finland,
1505,1994,Cross-Country Skiing,Women's 5 Kilometers,Russia,Women,1,gold,Lyubov Yegorova,27.0
1506,1994,Cross-Country Skiing,Women's 5 Kilometers,Italy,Women,2,silver,Manuela Di Centa,31.0
1507,1994,Cross-Country Skiing,Women's 5 Kilometers,Finland,Women,3,bronze,Marja-Liisa Kirvesniemi-HÃ¤mÃ¤lÃ¤inen,38.0
1508,1994,Cross-Country Skiing,Women's 15 Kilometers,Italy,Women,1,gold,Manuela Di Centa,31.0
1509,1994,Cross-Country Skiing,Women's 15 Kilometers,Russia,Women,2,silver,Lyubov Yegorova,27.0
1510,1994,Cross-Country Skiing,Women's 15 Kilometers,Russia,Women,3,bronze,Nina Gavrylyuk,28.0
1511,1994,Cross-Country Skiing,Women's 30 Kilometers,Italy,Women,1,gold,Manuela Di Centa,31.0
1512,1994,Cross-Country Skiing,Women's 30 Kilometers,Norway,Women,2,silver,Marit Wold-Mikkelsplass,28.0
1513,1994,Cross-Country Skiing,Women's 30 Kilometers,Finland,Women,3,bronze,Marja-Liisa Kirvesniemi-HÃ¤mÃ¤lÃ¤inen,38.0
1514,1994,Cross-Country Skiing,Women's 5/10-Kilometer pursuit,Russia,Women,1,gold,Lyubov Yegorova,27.0
1515,1994,Cross-Country Skiing,Women's 5/10-Kilometer pursuit,Italy,Women,2,silver,Manuela Di Centa,31.0
1516,1994,Cross-Country Skiing,Women's 5/10-Kilometer pursuit,Italy,Women,3,bronze,Stefania Belmondo,25.0
1517,1994,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Russia,Women,1,gold,Russia,
1518,1994,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Norway,Women,2,silver,Norway,
1519,1994,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Italy,Women,3,bronze,Italy,
1520,1994,Figure Skating,Men's Singles,Russia,Men,1,gold,Aleksey Urmanov,20.0
1521,1994,Figure Skating,Men's Singles,Canada,Men,2,silver,Elvis Stojko,21.0
1522,1994,Figure Skating,Men's Singles,France,Men,3,bronze,Philippe Candeloro,21.0
1523,1994,Figure Skating,Mixed Pairs,Russia,Mixed,1,gold,Russia-1,
1524,1994,Figure Skating,Mixed Pairs,Russia,Mixed,2,silver,Russia-2,
1525,1994,Figure Skating,Mixed Pairs,Canada,Mixed,3,bronze,Canada-1,
1526,1994,Figure Skating,Mixed Ice Dancing,Russia,Mixed,1,gold,Russia-1,
1527,1994,Figure Skating,Mixed Ice Dancing,Russia,Mixed,2,silver,Russia-2,
1528,1994,Figure Skating,Mixed Ice Dancing,Britain,Mixed,3,bronze,Britain,
1529,1994,Figure Skating,Women's Singles,Ukraine,Women,1,gold,Oksana Baiul,16.0
1530,1994,Figure Skating,Women's Singles,United States,Women,2,silver,Nancy Kerrigan,24.0
1531,1994,Figure Skating,Women's Singles,China,Women,3,bronze,Chen Lu,17.0
1532,1994,Freestyle Skiing,Men's Moguls,Canada,Men,1,gold,Jean-Luc Brassard,21.0
1533,1994,Freestyle Skiing,Men's Moguls,Russia,Men,2,silver,Sergey Shupletsov,23.0
1534,1994,Freestyle Skiing,Men's Moguls,France,Men,3,bronze,Edgar Grospiron,24.0
1535,1994,Freestyle Skiing,Men's Aerials,Switzerland,Men,1,gold,Sonny SchÃ¶nbÃ¤chler,27.0
1536,1994,Freestyle Skiing,Men's Aerials,Canada,Men,2,silver,Philippe LaRoche,27.0
1537,1994,Freestyle Skiing,Men's Aerials,Canada,Men,3,bronze,Lloyd Langlois,31.0
1538,1994,Freestyle Skiing,Women's Moguls,Norway,Women,1,gold,Stine Lise Hattestad,27.0
1539,1994,Freestyle Skiing,Women's Moguls,United States,Women,2,silver,Liz McIntyre,28.0
1540,1994,Freestyle Skiing,Women's Moguls,Russia,Women,3,bronze,Yelizaveta Kozhevnikova,20.0
1541,1994,Freestyle Skiing,Women's Aerials,Uzbekistan,Women,1,gold,Lina Cheryazova,25.0
1542,1994,Freestyle Skiing,Women's Aerials,Sweden,Women,2,silver,Marie Lindgren,23.0
1543,1994,Freestyle Skiing,Women's Aerials,Norway,Women,3,bronze,Hilde SynnÃ¸ve Lid,22.0
1544,1994,Ice Hockey,Men's Ice Hockey,Sweden,Men,1,gold,Sweden,
1545,1994,Ice Hockey,Men's Ice Hockey,Canada,Men,2,silver,Canada,
1546,1994,Ice Hockey,Men's Ice Hockey,Finland,Men,3,bronze,Finland,
1547,1994,Luge,Men's Singles,Germany,Men,1,gold,Georg Hackl,27.0
1548,1994,Luge,Men's Singles,Austria,Men,2,silver,Markus Prock,29.0
1549,1994,Luge,Men's Singles,Italy,Men,3,bronze,Armin ZÃ¶ggeler,20.0
1550,1994,Luge,Men's Doubles,Italy,Men,1,gold,Italy-1,
1551,1994,Luge,Men's Doubles,Italy,Men,2,silver,Italy-2,
1552,1994,Luge,Men's Doubles,Germany,Men,3,bronze,Germany-1,
1553,1994,Luge,Women's Singles,Italy,Women,1,gold,Gerda Weissensteiner,25.0
1554,1994,Luge,Women's Singles,Germany,Women,2,silver,Susi Erdmann,26.0
1555,1994,Luge,Women's Singles,Austria,Women,3,bronze,Andrea Tagwerker,23.0
1556,1994,Nordic Combined,Men's Team,Japan,Men,1,gold,Japan,
1557,1994,Nordic Combined,Men's Team,Norway,Men,2,silver,Norway,
1558,1994,Nordic Combined,Men's Team,Switzerland,Men,3,bronze,Switzerland,
1559,1994,Nordic Combined,Men's Individual,Norway,Men,1,gold,Fred BÃ¸rre Lundberg,24.0
1560,1994,Nordic Combined,Men's Individual,Japan,Men,2,silver,Takanori Kono,24.0
1561,1994,Nordic Combined,Men's Individual,Norway,Men,3,bronze,Bjarte Engen Vik,22.0
1562,1994,Short-Track Speedskating,Men's 500 Meters,South Korea,Men,1,gold,Chae Ji-Hun,19.0
1563,1994,Short-Track Speedskating,Men's 500 Meters,Italy,Men,2,silver,Mirko Vuillermin,20.0
1564,1994,Short-Track Speedskating,Men's 500 Meters,Britain,Men,3,bronze,Nicky Gooch,21.0
1565,1994,Short-Track Speedskating,"Men's 1,000 Meters",South Korea,Men,1,gold,Kim Gi-Hun,26.0
1566,1994,Short-Track Speedskating,"Men's 1,000 Meters",South Korea,Men,2,silver,Chae Ji-Hun,19.0
1567,1994,Short-Track Speedskating,"Men's 1,000 Meters",Canada,Men,3,bronze,Marc Gagnon,18.0
1568,1994,Short-Track Speedskating,"Men's 5,000-Meter Relay",Italy,Men,1,gold,Italy,
1569,1994,Short-Track Speedskating,"Men's 5,000-Meter Relay",United States,Men,2,silver,United States,
1570,1994,Short-Track Speedskating,"Men's 5,000-Meter Relay",Australia,Men,3,bronze,Australia,
1571,1994,Short-Track Speedskating,Women's 500 Meters,United States,Women,1,gold,Cathy Turner,31.0
1572,1994,Short-Track Speedskating,Women's 500 Meters,China,Women,2,silver,Zhang Yanmei,21.0
1573,1994,Short-Track Speedskating,Women's 500 Meters,United States,Women,3,bronze,Amy Peterson,22.0
1574,1994,Short-Track Speedskating,"Women's 1,000 Meters",South Korea,Women,1,gold,Jeon I-Gyeong,18.0
1575,1994,Short-Track Speedskating,"Women's 1,000 Meters",Canada,Women,2,silver,Nathalie Lambert,30.0
1576,1994,Short-Track Speedskating,"Women's 1,000 Meters",South Korea,Women,3,bronze,Kim So-Hui,17.0
1577,1994,Short-Track Speedskating,"Women's 3,000-Meter Relay",South Korea,Women,1,gold,South Korea,
1578,1994,Short-Track Speedskating,"Women's 3,000-Meter Relay",Canada,Women,2,silver,Canada,
1579,1994,Short-Track Speedskating,"Women's 3,000-Meter Relay",United States,Women,3,bronze,United States,
1580,1994,Ski Jumping,"Men's Normal Hill, Individual",Norway,Men,1,gold,Espen Bredesen,26.0
1581,1994,Ski Jumping,"Men's Normal Hill, Individual",Norway,Men,2,silver,Lasse Ottesen,19.0
1582,1994,Ski Jumping,"Men's Normal Hill, Individual",Germany,Men,3,bronze,Dieter Thoma,24.0
1583,1994,Ski Jumping,"Men's Large Hill, Individual",Germany,Men,1,gold,Jens WeiÃŸflog,29.0
1584,1994,Ski Jumping,"Men's Large Hill, Individual",Norway,Men,2,silver,Espen Bredesen,26.0
1585,1994,Ski Jumping,"Men's Large Hill, Individual",Austria,Men,3,bronze,Andi Goldberger,21.0
1586,1994,Ski Jumping,"Men's Large Hill, Team",Germany,Men,1,gold,Germany,
1587,1994,Ski Jumping,"Men's Large Hill, Team",Japan,Men,2,silver,Japan,
1588,1994,Ski Jumping,"Men's Large Hill, Team",Austria,Men,3,bronze,Austria,
1589,1994,Speedskating,Men's 500 Meters,Russia,Men,1,gold,Aleksandr Golubyov,21.0
1590,1994,Speedskating,Men's 500 Meters,Russia,Men,2,silver,Sergey Klevchenya,23.0
1591,1994,Speedskating,Men's 500 Meters,Japan,Men,3,bronze,Manabu Horii,21.0
1592,1994,Speedskating,"Men's 1,000 Meters",United States,Men,1,gold,Dan Jansen,28.0
1593,1994,Speedskating,"Men's 1,000 Meters",Belarus,Men,2,silver,Igor Zhelezovsky,30.0
1594,1994,Speedskating,"Men's 1,000 Meters",Russia,Men,3,bronze,Sergey Klevchenya,23.0
1595,1994,Speedskating,"Men's 1,500 Meters",Norway,Men,1,gold,Johann Olav Koss,25.0
1596,1994,Speedskating,"Men's 1,500 Meters",Netherlands,Men,2,silver,Rintje Ritsma,23.0
1597,1994,Speedskating,"Men's 1,500 Meters",Netherlands,Men,3,bronze,Falko Zandstra,22.0
1598,1994,Speedskating,"Men's 5,000 Meters",Norway,Men,1,gold,Johann Olav Koss,25.0
1599,1994,Speedskating,"Men's 5,000 Meters",Norway,Men,2,silver,Kjell Storelid,23.0
1600,1994,Speedskating,"Men's 5,000 Meters",Netherlands,Men,3,bronze,Rintje Ritsma,23.0
1601,1994,Speedskating,"Men's 10,000 Meters",Norway,Men,1,gold,Johann Olav Koss,25.0
1602,1994,Speedskating,"Men's 10,000 Meters",Norway,Men,2,silver,Kjell Storelid,23.0
1603,1994,Speedskating,"Men's 10,000 Meters",Netherlands,Men,3,bronze,Bart Veldkamp,26.0
